Source airport,Origin,Destination airport,Destination,lat_st,lng_st,lat_end,lng_end,distance
ARN,STOCKHOLM,TRF,OSLO,59.3508,18.0973,59.9167,10.75,417.5472160316673
TRF,OSLO,ARN,STOCKHOLM,59.9167,10.75,59.3508,18.0973,417.5472160316673
FCO,ROME,TXL,BERLIN,41.896,12.4833,52.5218,13.4015,1183.5427572169108
HEL,HELSINKI,TXL,BERLIN,60.1756,24.9341,52.5218,13.4015,1105.5568827686307
LHR,LONDON,TXL,BERLIN,51.5072,-0.1275,52.5218,13.4015,931.3225988128867
SJJ,SARAJEVO,TXL,BERLIN,43.85,18.383,52.5218,13.4015,1031.939114623531
TXL,BERLIN,FCO,ROME,52.5218,13.4015,41.896,12.4833,1183.5427572169108
TXL,BERLIN,HEL,HELSINKI,52.5218,13.4015,60.1756,24.9341,1105.5568827686307
TXL,BERLIN,LHR,LONDON,52.5218,13.4015,51.5072,-0.1275,931.3225988128867
TXL,BERLIN,SJJ,SARAJEVO,52.5218,13.4015,43.85,18.383,1031.939114623531
TXL,BERLIN,VIE,VIENNA,52.5218,13.4015,48.2,16.3666,524.4636696826291
VIE,VIENNA,TXL,BERLIN,48.2,16.3666,52.5218,13.4015,524.4636696826291
RIX,RIGA,TFS,SOFIA,56.95,24.1,42.6833,23.3167,1587.3529238801261
TFS,SOFIA,RIX,RIGA,42.6833,23.3167,56.95,24.1,1587.3529238801261
ATH,ATHENS,BRU,BRUSSELS,37.9833,23.7333,50.8333,4.3333,2089.6265144272525
ATH,ATHENS,BUD,BUDAPEST,37.9833,23.7333,47.5,19.0833,1123.7378555837008
ATH,ATHENS,CDG,PARIS,37.9833,23.7333,48.8667,2.3333,2098.0055791397026
ATH,ATHENS,DME,MOSCOW,37.9833,23.7333,55.7522,37.6155,2230.4779817223516
ATH,ATHENS,FCO,ROME,37.9833,23.7333,41.896,12.4833,1052.0824133074595
ATH,ATHENS,IEV,KIEV,37.9833,23.7333,50.4334,30.5166,1484.673534094756
ATH,ATHENS,LHR,LONDON,37.9833,23.7333,51.5072,-0.1275,2391.9896924404575
ATH,ATHENS,MAD,MADRID,37.9833,23.7333,40.4,-3.6834,2368.4262925237163
ATH,ATHENS,OSL,OSLO,37.9833,23.7333,59.9167,10.75,2605.7465996467836
ATH,ATHENS,OTP,BUCHAREST,37.9833,23.7333,44.4334,26.0999,743.9472057487426
ATH,ATHENS,PRG,PRAGUE,37.9833,23.7333,50.0833,14.466,1533.216444247511
ATH,ATHENS,SOF,SOFIA,37.9833,23.7333,42.6833,23.3167,523.8056778646982
ATH,ATHENS,TIA,TIRANA,37.9833,23.7333,41.3275,19.8189,500.4590186340012
ATH,ATHENS,TXL,BERLIN,37.9833,23.7333,52.5218,13.4015,1803.4259335141526
ATH,ATHENS,VIE,VIENNA,37.9833,23.7333,48.2,16.3666,1282.4785324396194
ATH,ATHENS,WAW,WARSAW,37.9833,23.7333,52.25,21.0,1600.5154931312306
BRU,BRUSSELS,ATH,ATHENS,50.8333,4.3333,37.9833,23.7333,2089.6265144272525
BUD,BUDAPEST,ATH,ATHENS,47.5,19.0833,37.9833,23.7333,1123.7378555837008
CDG,PARIS,ATH,ATHENS,48.8667,2.3333,37.9833,23.7333,2098.0055791397026
DME,MOSCOW,ATH,ATHENS,55.7522,37.6155,37.9833,23.7333,2230.4779817223516
FCO,ROME,ATH,ATHENS,41.896,12.4833,37.9833,23.7333,1052.0824133074595
IEV,KIEV,ATH,ATHENS,50.4334,30.5166,37.9833,23.7333,1484.673534094756
LHR,LONDON,ATH,ATHENS,51.5072,-0.1275,37.9833,23.7333,2391.9896924404575
MAD,MADRID,ATH,ATHENS,40.4,-3.6834,37.9833,23.7333,2368.4262925237163
OSL,OSLO,ATH,ATHENS,59.9167,10.75,37.9833,23.7333,2605.7465996467836
OTP,BUCHAREST,ATH,ATHENS,44.4334,26.0999,37.9833,23.7333,743.9472057487426
PRG,PRAGUE,ATH,ATHENS,50.0833,14.466,37.9833,23.7333,1533.216444247511
SOF,SOFIA,ATH,ATHENS,42.6833,23.3167,37.9833,23.7333,523.8056778646982
TIA,TIRANA,ATH,ATHENS,41.3275,19.8189,37.9833,23.7333,500.4590186340012
TXL,BERLIN,ATH,ATHENS,52.5218,13.4015,37.9833,23.7333,1803.4259335141526
VIE,VIENNA,ATH,ATHENS,48.2,16.3666,37.9833,23.7333,1282.4785324396194
WAW,WARSAW,ATH,ATHENS,52.25,21.0,37.9833,23.7333,1600.5154931312306
AMS,AMSTERDAM,LHR,LONDON,52.35,4.9166,51.5072,-0.1275,358.2488474650462
ARN,STOCKHOLM,LHR,LONDON,59.3508,18.0973,51.5072,-0.1275,1435.3698647024166
ATH,ATHENS,LHR,LONDON,37.9833,23.7333,51.5072,-0.1275,2391.9896924404575
BRU,BRUSSELS,LHR,LONDON,50.8333,4.3333,51.5072,-0.1275,319.85148316790287
BUD,BUDAPEST,LHR,LONDON,47.5,19.0833,51.5072,-0.1275,1452.0479603813956
CDG,PARIS,LHR,LONDON,48.8667,2.3333,51.5072,-0.1275,341.8630668250098
CPH,COPENHAGEN,LHR,LONDON,55.6786,12.5635,51.5072,-0.1275,955.3922362927304
DUB,DUBLIN,LHR,LONDON,53.3331,-6.2489,51.5072,-0.1275,461.9006521559032
FCO,ROME,LHR,LONDON,41.896,12.4833,51.5072,-0.1275,1433.689911218879
HEL,HELSINKI,LHR,LONDON,60.1756,24.9341,51.5072,-0.1275,1820.898119067683
LHR,LONDON,AMS,AMSTERDAM,51.5072,-0.1275,52.35,4.9166,358.2488474650462
LHR,LONDON,ARN,STOCKHOLM,51.5072,-0.1275,59.3508,18.0973,1435.3698647024166
LHR,LONDON,ATH,ATHENS,51.5072,-0.1275,37.9833,23.7333,2391.9896924404575
LHR,LONDON,BRU,BRUSSELS,51.5072,-0.1275,50.8333,4.3333,319.85148316790287
LHR,LONDON,BUD,BUDAPEST,51.5072,-0.1275,47.5,19.0833,1452.0479603813956
LHR,LONDON,CDG,PARIS,51.5072,-0.1275,48.8667,2.3333,341.8630668250098
LHR,LONDON,CPH,COPENHAGEN,51.5072,-0.1275,55.6786,12.5635,955.3922362927304
LHR,LONDON,DUB,DUBLIN,51.5072,-0.1275,53.3331,-6.2489,461.9006521559032
LHR,LONDON,FCO,ROME,51.5072,-0.1275,41.896,12.4833,1433.689911218879
LHR,LONDON,HEL,HELSINKI,51.5072,-0.1275,60.1756,24.9341,1820.898119067683
LHR,LONDON,LUX,LUXEMBOURG,51.5072,-0.1275,49.6117,6.13,489.48899967274156
LHR,LONDON,OSL,OSLO,51.5072,-0.1275,59.9167,10.75,1153.9172411758855
LHR,LONDON,OTP,BUCHAREST,51.5072,-0.1275,44.4334,26.0999,2090.8173844177772
LHR,LONDON,PRG,PRAGUE,51.5072,-0.1275,50.0833,14.466,1036.0684328484274
LHR,LONDON,SOF,SOFIA,51.5072,-0.1275,42.6833,23.3167,2015.1404747788715
LHR,LONDON,TXL,BERLIN,51.5072,-0.1275,52.5218,13.4015,931.3225988128867
LHR,LONDON,VIE,VIENNA,51.5072,-0.1275,48.2,16.3666,1235.2570570066837
LHR,LONDON,WAW,WARSAW,51.5072,-0.1275,52.25,21.0,1447.4673224092546
LHR,LONDON,ZAG,ZAGREB,51.5072,-0.1275,45.8,16.0,1339.8834501717652
LUX,LUXEMBOURG,LHR,LONDON,49.6117,6.13,51.5072,-0.1275,489.48899967274156
OSL,OSLO,LHR,LONDON,59.9167,10.75,51.5072,-0.1275,1153.9172411758855
OTP,BUCHAREST,LHR,LONDON,44.4334,26.0999,51.5072,-0.1275,2090.8173844177772
PRG,PRAGUE,LHR,LONDON,50.0833,14.466,51.5072,-0.1275,1036.0684328484274
SOF,SOFIA,LHR,LONDON,42.6833,23.3167,51.5072,-0.1275,2015.1404747788715
TXL,BERLIN,LHR,LONDON,52.5218,13.4015,51.5072,-0.1275,931.3225988128867
VIE,VIENNA,LHR,LONDON,48.2,16.3666,51.5072,-0.1275,1235.2570570066837
WAW,WARSAW,LHR,LONDON,52.25,21.0,51.5072,-0.1275,1447.4673224092546
ZAG,ZAGREB,LHR,LONDON,45.8,16.0,51.5072,-0.1275,1339.8834501717652
ARN,STOCKHOLM,TXL,BERLIN,59.3508,18.0973,52.5218,13.4015,813.2331238329539
ARN,STOCKHOLM,VIE,VIENNA,59.3508,18.0973,48.2,16.3666,1245.008379922034
BUD,BUDAPEST,TXL,BERLIN,47.5,19.0833,52.5218,13.4015,689.9424680771822
CDG,PARIS,VIE,VIENNA,48.8667,2.3333,48.2,16.3666,1034.470986247922
CPH,COPENHAGEN,TXL,BERLIN,55.6786,12.5635,52.5218,13.4015,355.2399396172596
CPH,COPENHAGEN,VIE,VIENNA,55.6786,12.5635,48.2,16.3666,871.1559370951121
DME,MOSCOW,TXL,BERLIN,55.7522,37.6155,52.5218,13.4015,1608.8414689723143
FCO,ROME,TXL,BERLIN,41.896,12.4833,52.5218,13.4015,1183.5427572169108
FCO,ROME,VIE,VIENNA,41.896,12.4833,48.2,16.3666,764.2244913080981
HEL,HELSINKI,TXL,BERLIN,60.1756,24.9341,52.5218,13.4015,1105.5568827686307
HEL,HELSINKI,VIE,VIENNA,60.1756,24.9341,48.2,16.3666,1440.801125967394
LHR,LONDON,ORY,PARIS,51.5072,-0.1275,48.8667,2.3333,341.8630668250098
LHR,LONDON,TXL,BERLIN,51.5072,-0.1275,52.5218,13.4015,931.3225988128867
LHR,LONDON,VIE,VIENNA,51.5072,-0.1275,48.2,16.3666,1235.2570570066837
MAD,MADRID,TXL,BERLIN,40.4,-3.6834,52.5218,13.4015,1869.4888465913932
MAD,MADRID,VIE,VIENNA,40.4,-3.6834,48.2,16.3666,1808.399550740918
ORY,PARIS,LHR,LONDON,48.8667,2.3333,51.5072,-0.1275,341.8630668250098
ORY,PARIS,TXL,BERLIN,48.8667,2.3333,52.5218,13.4015,877.9082631623088
OSL,OSLO,TXL,BERLIN,59.9167,10.75,52.5218,13.4015,838.2836554953195
OTP,BUCHAREST,TXL,BERLIN,44.4334,26.0999,52.5218,13.4015,1294.610126716575
RIX,RIGA,TXL,BERLIN,56.95,24.1,52.5218,13.4015,843.5750255087248
SOF,SOFIA,TXL,BERLIN,42.6833,23.3167,52.5218,13.4015,1320.0176710367787
TFS,SOFIA,TXL,BERLIN,42.6833,23.3167,52.5218,13.4015,1320.0176710367787
TFS,SOFIA,VIE,VIENNA,42.6833,23.3167,48.2,16.3666,818.0466677212581
TXL,BERLIN,ARN,STOCKHOLM,52.5218,13.4015,59.3508,18.0973,813.2331238329539
TXL,BERLIN,BUD,BUDAPEST,52.5218,13.4015,47.5,19.0833,689.9424680771822
TXL,BERLIN,CPH,COPENHAGEN,52.5218,13.4015,55.6786,12.5635,355.2399396172596
TXL,BERLIN,DME,MOSCOW,52.5218,13.4015,55.7522,37.6155,1608.8414689723143
TXL,BERLIN,FCO,ROME,52.5218,13.4015,41.896,12.4833,1183.5427572169108
TXL,BERLIN,HEL,HELSINKI,52.5218,13.4015,60.1756,24.9341,1105.5568827686307
TXL,BERLIN,LHR,LONDON,52.5218,13.4015,51.5072,-0.1275,931.3225988128867
TXL,BERLIN,MAD,MADRID,52.5218,13.4015,40.4,-3.6834,1869.4888465913932
TXL,BERLIN,ORY,PARIS,52.5218,13.4015,48.8667,2.3333,877.9082631623088
TXL,BERLIN,OSL,OSLO,52.5218,13.4015,59.9167,10.75,838.2836554953195
TXL,BERLIN,OTP,BUCHAREST,52.5218,13.4015,44.4334,26.0999,1294.610126716575
TXL,BERLIN,RIX,RIGA,52.5218,13.4015,56.95,24.1,843.5750255087248
TXL,BERLIN,SOF,SOFIA,52.5218,13.4015,42.6833,23.3167,1320.0176710367787
TXL,BERLIN,TFS,SOFIA,52.5218,13.4015,42.6833,23.3167,1320.0176710367787
TXL,BERLIN,VIE,VIENNA,52.5218,13.4015,48.2,16.3666,524.4636696826291
TXL,BERLIN,WAW,WARSAW,52.5218,13.4015,52.25,21.0,516.3304157882864
VIE,VIENNA,ARN,STOCKHOLM,48.2,16.3666,59.3508,18.0973,1245.008379922034
VIE,VIENNA,CDG,PARIS,48.2,16.3666,48.8667,2.3333,1034.470986247922
VIE,VIENNA,CPH,COPENHAGEN,48.2,16.3666,55.6786,12.5635,871.1559370951121
VIE,VIENNA,FCO,ROME,48.2,16.3666,41.896,12.4833,764.2244913080981
VIE,VIENNA,HEL,HELSINKI,48.2,16.3666,60.1756,24.9341,1440.801125967394
VIE,VIENNA,LHR,LONDON,48.2,16.3666,51.5072,-0.1275,1235.2570570066837
VIE,VIENNA,MAD,MADRID,48.2,16.3666,40.4,-3.6834,1808.399550740918
VIE,VIENNA,TFS,SOFIA,48.2,16.3666,42.6833,23.3167,818.0466677212581
VIE,VIENNA,TXL,BERLIN,48.2,16.3666,52.5218,13.4015,524.4636696826291
WAW,WARSAW,TXL,BERLIN,52.25,21.0,52.5218,13.4015,516.3304157882864
AMS,AMSTERDAM,CPH,COPENHAGEN,52.35,4.9166,55.6786,12.5635,621.2079945037791
CPH,COPENHAGEN,AMS,AMSTERDAM,55.6786,12.5635,52.35,4.9166,621.2079945037791
CPH,COPENHAGEN,OSL,OSLO,55.6786,12.5635,59.9167,10.75,483.30516869773044
CPH,COPENHAGEN,VNO,VILNIUS,55.6786,12.5635,54.6834,25.3166,816.0404898872358
CPH,COPENHAGEN,WAW,WARSAW,55.6786,12.5635,52.25,21.0,670.0319869658913
VNO,VILNIUS,CPH,COPENHAGEN,54.6834,25.3166,55.6786,12.5635,816.0404898872358
WAW,WARSAW,CPH,COPENHAGEN,52.25,21.0,55.6786,12.5635,670.0319869658913
AMS,AMSTERDAM,CDG,PARIS,52.35,4.9166,48.8667,2.3333,428.0102768761137
AMS,AMSTERDAM,LCY,LONDON,52.35,4.9166,51.5072,-0.1275,358.2488474650462
ARN,STOCKHOLM,CDG,PARIS,59.3508,18.0973,48.8667,2.3333,1546.2341727792061
ATH,ATHENS,CDG,PARIS,37.9833,23.7333,48.8667,2.3333,2098.0055791397026
BUD,BUDAPEST,CDG,PARIS,47.5,19.0833,48.8667,2.3333,1248.5096207757917
CDG,PARIS,AMS,AMSTERDAM,48.8667,2.3333,52.35,4.9166,428.0102768761137
CDG,PARIS,ARN,STOCKHOLM,48.8667,2.3333,59.3508,18.0973,1546.2341727792061
CDG,PARIS,ATH,ATHENS,48.8667,2.3333,37.9833,23.7333,2098.0055791397026
CDG,PARIS,BUD,BUDAPEST,48.8667,2.3333,47.5,19.0833,1248.5096207757917
CDG,PARIS,CPH,COPENHAGEN,48.8667,2.3333,55.6786,12.5635,1026.6470822490805
CDG,PARIS,DUB,DUBLIN,48.8667,2.3333,53.3331,-6.2489,777.3955460382813
CDG,PARIS,FCO,ROME,48.8667,2.3333,41.896,12.4833,1106.8939631081116
CDG,PARIS,HEL,HELSINKI,48.8667,2.3333,60.1756,24.9341,1908.6358673779876
CDG,PARIS,KBP,KIEV,48.8667,2.3333,50.4334,30.5166,2024.2220467112784
CDG,PARIS,LHR,LONDON,48.8667,2.3333,51.5072,-0.1275,341.8630668250098
CDG,PARIS,LJU,LJUBLJANA,48.8667,2.3333,46.0553,14.515,966.397503194761
CDG,PARIS,LUX,LUXEMBOURG,48.8667,2.3333,49.6117,6.13,287.7805551482816
CDG,PARIS,MAD,MADRID,48.8667,2.3333,40.4,-3.6834,1054.1701042440359
CDG,PARIS,OSL,OSLO,48.8667,2.3333,59.9167,10.75,1341.6320292993676
CDG,PARIS,OTP,BUCHAREST,48.8667,2.3333,44.4334,26.0999,1871.2972564823208
CDG,PARIS,PRG,PRAGUE,48.8667,2.3333,50.0833,14.466,885.971442638563
CDG,PARIS,RIX,RIGA,48.8667,2.3333,56.95,24.1,1703.000860613661
CDG,PARIS,SOF,SOFIA,48.8667,2.3333,42.6833,23.3167,1759.308627741151
CDG,PARIS,SVO,MOSCOW,48.8667,2.3333,55.7522,37.6155,2486.7116501615833
CDG,PARIS,TXL,BERLIN,48.8667,2.3333,52.5218,13.4015,877.9082631623088
CDG,PARIS,VIE,VIENNA,48.8667,2.3333,48.2,16.3666,1034.470986247922
CDG,PARIS,WAW,WARSAW,48.8667,2.3333,52.25,21.0,1366.8971053245582
CDG,PARIS,ZAG,ZAGREB,48.8667,2.3333,45.8,16.0,1083.1257590728685
CPH,COPENHAGEN,CDG,PARIS,55.6786,12.5635,48.8667,2.3333,1026.6470822490805
DUB,DUBLIN,CDG,PARIS,53.3331,-6.2489,48.8667,2.3333,777.3955460382813
DUB,DUBLIN,LCY,LONDON,53.3331,-6.2489,51.5072,-0.1275,461.9006521559032
FCO,ROME,CDG,PARIS,41.896,12.4833,48.8667,2.3333,1106.8939631081116
FCO,ROME,LCY,LONDON,41.896,12.4833,51.5072,-0.1275,1433.689911218879
HEL,HELSINKI,CDG,PARIS,60.1756,24.9341,48.8667,2.3333,1908.6358673779876
KBP,KIEV,CDG,PARIS,50.4334,30.5166,48.8667,2.3333,2024.2220467112784
LCY,LONDON,AMS,AMSTERDAM,51.5072,-0.1275,52.35,4.9166,358.2488474650462
LCY,LONDON,DUB,DUBLIN,51.5072,-0.1275,53.3331,-6.2489,461.9006521559032
LCY,LONDON,FCO,ROME,51.5072,-0.1275,41.896,12.4833,1433.689911218879
LCY,LONDON,ORY,PARIS,51.5072,-0.1275,48.8667,2.3333,341.8630668250098
LHR,LONDON,CDG,PARIS,51.5072,-0.1275,48.8667,2.3333,341.8630668250098
LJU,LJUBLJANA,CDG,PARIS,46.0553,14.515,48.8667,2.3333,966.397503194761
LUX,LUXEMBOURG,CDG,PARIS,49.6117,6.13,48.8667,2.3333,287.7805551482816
MAD,MADRID,CDG,PARIS,40.4,-3.6834,48.8667,2.3333,1054.1701042440359
MAD,MADRID,ORY,PARIS,40.4,-3.6834,48.8667,2.3333,1054.1701042440359
ORY,PARIS,LCY,LONDON,48.8667,2.3333,51.5072,-0.1275,341.8630668250098
ORY,PARIS,MAD,MADRID,48.8667,2.3333,40.4,-3.6834,1054.1701042440359
OSL,OSLO,CDG,PARIS,59.9167,10.75,48.8667,2.3333,1341.6320292993676
OTP,BUCHAREST,CDG,PARIS,44.4334,26.0999,48.8667,2.3333,1871.2972564823208
PRG,PRAGUE,CDG,PARIS,50.0833,14.466,48.8667,2.3333,885.971442638563
RIX,RIGA,CDG,PARIS,56.95,24.1,48.8667,2.3333,1703.000860613661
SOF,SOFIA,CDG,PARIS,42.6833,23.3167,48.8667,2.3333,1759.308627741151
SVO,MOSCOW,CDG,PARIS,55.7522,37.6155,48.8667,2.3333,2486.7116501615833
TXL,BERLIN,CDG,PARIS,52.5218,13.4015,48.8667,2.3333,877.9082631623088
VIE,VIENNA,CDG,PARIS,48.2,16.3666,48.8667,2.3333,1034.470986247922
WAW,WARSAW,CDG,PARIS,52.25,21.0,48.8667,2.3333,1366.8971053245582
ZAG,ZAGREB,CDG,PARIS,45.8,16.0,48.8667,2.3333,1083.1257590728685
BRU,BRUSSELS,MAD,MADRID,50.8333,4.3333,40.4,-3.6834,1315.2527599388204
MAD,MADRID,BRU,BRUSSELS,40.4,-3.6834,50.8333,4.3333,1315.2527599388204
TXL,BERLIN,CPH,COPENHAGEN,52.5218,13.4015,55.6786,12.5635,355.2399396172596
AMS,AMSTERDAM,HEL,HELSINKI,52.35,4.9166,60.1756,24.9341,1502.1047867031264
ARN,STOCKHOLM,HEL,HELSINKI,59.3508,18.0973,60.1756,24.9341,393.4626154715215
ARN,STOCKHOLM,LHR,LONDON,59.3508,18.0973,51.5072,-0.1275,1435.3698647024166
ARN,STOCKHOLM,TXL,BERLIN,59.3508,18.0973,52.5218,13.4015,813.2331238329539
ARN,STOCKHOLM,VIE,VIENNA,59.3508,18.0973,48.2,16.3666,1245.008379922034
BMA,STOCKHOLM,HEL,HELSINKI,59.3508,18.0973,60.1756,24.9341,393.4626154715215
BRU,BRUSSELS,HEL,HELSINKI,50.8333,4.3333,60.1756,24.9341,1649.9999395780105
BUD,BUDAPEST,HEL,HELSINKI,47.5,19.0833,60.1756,24.9341,1459.4115428381615
CDG,PARIS,HEL,HELSINKI,48.8667,2.3333,60.1756,24.9341,1908.6358673779876
CPH,COPENHAGEN,HEL,HELSINKI,55.6786,12.5635,60.1756,24.9341,883.0035238586202
CPH,COPENHAGEN,TXL,BERLIN,55.6786,12.5635,52.5218,13.4015,355.2399396172596
CPH,COPENHAGEN,VIE,VIENNA,55.6786,12.5635,48.2,16.3666,871.1559370951121
DME,MOSCOW,HEL,HELSINKI,55.7522,37.6155,60.1756,24.9341,892.9609011676822
FCO,ROME,HEL,HELSINKI,41.896,12.4833,60.1756,24.9341,2202.602422038206
HEL,HELSINKI,AMS,AMSTERDAM,60.1756,24.9341,52.35,4.9166,1502.1047867031264
HEL,HELSINKI,ARN,STOCKHOLM,60.1756,24.9341,59.3508,18.0973,393.4626154715215
HEL,HELSINKI,BMA,STOCKHOLM,60.1756,24.9341,59.3508,18.0973,393.4626154715215
HEL,HELSINKI,BRU,BRUSSELS,60.1756,24.9341,50.8333,4.3333,1649.9999395780105
HEL,HELSINKI,BUD,BUDAPEST,60.1756,24.9341,47.5,19.0833,1459.4115428381615
HEL,HELSINKI,CDG,PARIS,60.1756,24.9341,48.8667,2.3333,1908.6358673779876
HEL,HELSINKI,CPH,COPENHAGEN,60.1756,24.9341,55.6786,12.5635,883.0035238586202
HEL,HELSINKI,DME,MOSCOW,60.1756,24.9341,55.7522,37.6155,892.9609011676822
HEL,HELSINKI,FCO,ROME,60.1756,24.9341,41.896,12.4833,2202.602422038206
HEL,HELSINKI,KEF,REYKJAVIK,60.1756,24.9341,64.15,-21.95,2415.9539090025437
HEL,HELSINKI,LHR,LONDON,60.1756,24.9341,51.5072,-0.1275,1820.898119067683
HEL,HELSINKI,LJU,LJUBLJANA,60.1756,24.9341,46.0553,14.515,1712.4178675915944
HEL,HELSINKI,MAD,MADRID,60.1756,24.9341,40.4,-3.6834,2949.210182932884
HEL,HELSINKI,MSQ,MINSK,60.1756,24.9341,53.9,27.5666,715.6126025125295
HEL,HELSINKI,OSL,OSLO,60.1756,24.9341,59.9167,10.75,786.508826452716
HEL,HELSINKI,PRG,PRAGUE,60.1756,24.9341,50.0833,14.466,1301.2205032375336
HEL,HELSINKI,RIX,RIGA,60.1756,24.9341,56.95,24.1,361.9099885844809
HEL,HELSINKI,SVO,MOSCOW,60.1756,24.9341,55.7522,37.6155,892.9609011676822
HEL,HELSINKI,TLL,TALLINN,60.1756,24.9341,59.4339,24.728,83.27470453032008
HEL,HELSINKI,TXL,BERLIN,60.1756,24.9341,52.5218,13.4015,1105.5568827686307
HEL,HELSINKI,VIE,VIENNA,60.1756,24.9341,48.2,16.3666,1440.801125967394
HEL,HELSINKI,VNO,VILNIUS,60.1756,24.9341,54.6834,25.3166,611.131099363935
HEL,HELSINKI,WAW,WARSAW,60.1756,24.9341,52.25,21.0,913.8398199775797
KEF,REYKJAVIK,HEL,HELSINKI,64.15,-21.95,60.1756,24.9341,2415.9539090025437
LHR,LONDON,ARN,STOCKHOLM,51.5072,-0.1275,59.3508,18.0973,1435.3698647024166
LHR,LONDON,HEL,HELSINKI,51.5072,-0.1275,60.1756,24.9341,1820.898119067683
LJU,LJUBLJANA,HEL,HELSINKI,46.0553,14.515,60.1756,24.9341,1712.4178675915944
MAD,MADRID,HEL,HELSINKI,40.4,-3.6834,60.1756,24.9341,2949.210182932884
MSQ,MINSK,HEL,HELSINKI,53.9,27.5666,60.1756,24.9341,715.6126025125295
OSL,OSLO,HEL,HELSINKI,59.9167,10.75,60.1756,24.9341,786.508826452716
OSL,OSLO,TXL,BERLIN,59.9167,10.75,52.5218,13.4015,838.2836554953195
OTP,BUCHAREST,TXL,BERLIN,44.4334,26.0999,52.5218,13.4015,1294.610126716575
PRG,PRAGUE,HEL,HELSINKI,50.0833,14.466,60.1756,24.9341,1301.2205032375336
RIX,RIGA,HEL,HELSINKI,56.95,24.1,60.1756,24.9341,361.9099885844809
SOF,SOFIA,TXL,BERLIN,42.6833,23.3167,52.5218,13.4015,1320.0176710367787
SVO,MOSCOW,HEL,HELSINKI,55.7522,37.6155,60.1756,24.9341,892.9609011676822
TLL,TALLINN,HEL,HELSINKI,59.4339,24.728,60.1756,24.9341,83.27470453032008
TXL,BERLIN,ARN,STOCKHOLM,52.5218,13.4015,59.3508,18.0973,813.2331238329539
TXL,BERLIN,CPH,COPENHAGEN,52.5218,13.4015,55.6786,12.5635,355.2399396172596
TXL,BERLIN,HEL,HELSINKI,52.5218,13.4015,60.1756,24.9341,1105.5568827686307
TXL,BERLIN,OSL,OSLO,52.5218,13.4015,59.9167,10.75,838.2836554953195
TXL,BERLIN,OTP,BUCHAREST,52.5218,13.4015,44.4334,26.0999,1294.610126716575
TXL,BERLIN,SOF,SOFIA,52.5218,13.4015,42.6833,23.3167,1320.0176710367787
VIE,VIENNA,ARN,STOCKHOLM,48.2,16.3666,59.3508,18.0973,1245.008379922034
VIE,VIENNA,CPH,COPENHAGEN,48.2,16.3666,55.6786,12.5635,871.1559370951121
VIE,VIENNA,HEL,HELSINKI,48.2,16.3666,60.1756,24.9341,1440.801125967394
VNO,VILNIUS,HEL,HELSINKI,54.6834,25.3166,60.1756,24.9341,611.131099363935
WAW,WARSAW,HEL,HELSINKI,52.25,21.0,60.1756,24.9341,913.8398199775797
AMS,AMSTERDAM,ARN,STOCKHOLM,52.35,4.9166,59.3508,18.0973,1128.9434095631216
AMS,AMSTERDAM,CPH,COPENHAGEN,52.35,4.9166,55.6786,12.5635,621.2079945037791
AMS,AMSTERDAM,FCO,ROME,52.35,4.9166,41.896,12.4833,1294.087468572096
AMS,AMSTERDAM,HEL,HELSINKI,52.35,4.9166,60.1756,24.9341,1502.1047867031264
AMS,AMSTERDAM,TRF,OSLO,52.35,4.9166,59.9167,10.75,914.8994254225597
AMS,AMSTERDAM,TXL,BERLIN,52.35,4.9166,52.5218,13.4015,575.1755171734994
ARN,STOCKHOLM,AMS,AMSTERDAM,59.3508,18.0973,52.35,4.9166,1128.9434095631216
ARN,STOCKHOLM,CDG,PARIS,59.3508,18.0973,48.8667,2.3333,1546.2341727792061
ATH,ATHENS,FCO,ROME,37.9833,23.7333,41.896,12.4833,1052.0824133074595
BRU,BRUSSELS,FCO,ROME,50.8333,4.3333,41.896,12.4833,1172.5716529501137
BUD,BUDAPEST,FCO,ROME,47.5,19.0833,41.896,12.4833,812.0522395792126
CDG,PARIS,ARN,STOCKHOLM,48.8667,2.3333,59.3508,18.0973,1546.2341727792061
CDG,PARIS,CPH,COPENHAGEN,48.8667,2.3333,55.6786,12.5635,1026.6470822490805
CDG,PARIS,DUB,DUBLIN,48.8667,2.3333,53.3331,-6.2489,777.3955460382813
CDG,PARIS,FCO,ROME,48.8667,2.3333,41.896,12.4833,1106.8939631081116
CDG,PARIS,OSL,OSLO,48.8667,2.3333,59.9167,10.75,1341.6320292993676
CDG,PARIS,PRG,PRAGUE,48.8667,2.3333,50.0833,14.466,885.971442638563
CDG,PARIS,TXL,BERLIN,48.8667,2.3333,52.5218,13.4015,877.9082631623088
CPH,COPENHAGEN,AMS,AMSTERDAM,55.6786,12.5635,52.35,4.9166,621.2079945037791
CPH,COPENHAGEN,CDG,PARIS,55.6786,12.5635,48.8667,2.3333,1026.6470822490805
CPH,COPENHAGEN,FCO,ROME,55.6786,12.5635,41.896,12.4833,1532.5661911207985
DUB,DUBLIN,CDG,PARIS,53.3331,-6.2489,48.8667,2.3333,777.3955460382813
FCO,ROME,AMS,AMSTERDAM,41.896,12.4833,52.35,4.9166,1294.087468572096
FCO,ROME,ATH,ATHENS,41.896,12.4833,37.9833,23.7333,1052.0824133074595
